jianjie,name
"
套装书目
《异乡异客》
《星船伞兵》
《严厉的月亮》
《时间足够你爱》
《双星》
《傀儡主人》
作者简介
罗伯特·海因莱因，世界科幻“三巨头”之一，美国*有影响力的科幻作家。他以高超的叙述技巧、精巧...",《海因莱因精选作品集（套装共6册）》罗伯特·海因莱因（作者）epub+mobi+azw3
"
内容简介
《CentOS 7系统管理与运维实战》共13章，分为3个知识区块。涵盖的主要内容有：以CentOS 7特性和安装、运维基础、网络配置与结构为第壹个知识区块的基础知识；企业中应用广泛的路由与策略路由，针对不...",《CentOS 7系统管理与运维实战》王亚飞&王刚（作者）epub+mobi+azw3
"
内容简介
在《简而美的哲学小史》中，深奥晦涩的哲学史被划分为极易消化的小板块，让读者可以一次啃完，快速读懂哲学3000年发展过程，轻松掌握120位哲学大师的思想精华，从更具智慧的视角理解什么是哲学，以及...",《简而美的哲学小史》李妍（作者）epub+mobi+azw3
"
内容简介
《星学大成(套装共2册)》包含《星学大成上》、《星学大成下》共2册，是汉族传统命理学著作，明朝万民英撰，全书依次编排星学家言，中间插进注释论断，对于星家古法，巨细不遗，可谓大备。书中第一卷...",《星学大成(套装共2册)》[明]万民英（作者）epub+mobi+azw3
"
内容简介
人们遇到永远改变一生的东西，凭借的往往是纯粹的运气，内特.塔克能找到这套公寓也是一样。
内特刚搬进的新公寓有点不太寻常……
异常便宜的房租，新奇古怪的租客们，14号门的重重挂锁，诡异的黑光灯...",《14号门》[美]彼得•克莱斯（作者）epub+mobi+azw3
"
内容简介
1540年冬，亨利八世迎娶了第四任妻子。

虽然头戴后冠，克里夫斯的安妮却只能感受到彻骨的寒意——第二位王后安妮·波琳的幽魂从未远离。

一度死里逃生的简·波琳，为何要费尽心机重回吞噬了自己丈...",《都铎王朝系列:波琳家的遗产》[英]菲利帕·格里高利（作者）epub+mobi+azw3
"
内容简介
这本书讲了一个普通多米尼加裔美国宅男的回乡遭遇，他在生活中是个胖、丑、自闭的孤独男孩，生活里只有《奥特曼》、《星际争霸》、《神奇四侠》。回乡之旅他觉得他应该可以找到个女朋友，并为此努力...",《奥斯卡·瓦奥短暂而奇妙的一生》[美]朱诺·迪亚斯（作者）epub+mobi+azw3
"
内容简介
《简明法语教程(下册)(修订版)》包括《基础教程》（第二部分）和《中级教程》，共28课。《基础教程》第二部分的编排体例与第一部分相同。法语的基础语法将在这一部分全部讲解完毕。《中级教程》共16...",《简明法语教程（下）（修订版）》孙辉（作者）epub+mobi+azw3
"
内容简介
《植物知道生命的答案》走进你不知道的植物世界，思考生命真实的存在！
捕蝇草是怎样知道闭拢叶子的时机的？它真的能感觉到昆虫微小、细长的腿吗？樱花树又是怎样知道何时应该开花的？它们真的能记...",《植物知道生命的答案》丹尼尔·查莫维茨（作者）epub+mobi+azw3
"
套装书目
中国近代史
中国史纲
中国哲学史大纲
内容简介
蒋廷黻、张荫麟、胡适等民国大师的传世经典，中国近代史、古代史、哲学史的开山之作。三部书以通俗精辟的语言剖析中华文明的传承与演替",《大家小史系列：民国经典史学读本（套装共3册）》蒋廷黻 等（作者）epub+mobi+azw3
"
内容简介
有些人天生就具有领袖魅力，但对多数人而言，影响他人的能力更多是我们在培养特定能力和关系时用到的巧妙技能。本期增刊《人格魅力修炼指南•成为理想中的自己，就靠它了！》精选11篇文章，让你更加了...",《人格魅力修炼指南：成为理想中的自己，就靠它了！》哈佛商业评论（作者）epub+mobi
"
内容简介
中国古代伟大诗人陶渊明质性自然，热爱自然，将生命融入自然而获得最大限度的自由，从而为人类“诗意地栖居在大地上”提供一个素朴、优美的典范。

本书尝试在后现代生态批评的语境中、运用德里达幽...",《陶渊明的幽灵》鲁枢元（作者）epub+mobi+azw3
"
内容简介
《容斋随笔》是宋代学术笔记具综合性和代表性的作品之一，与沈括的《梦溪笔谈》、王应麟的《困学纪闻》被公认为宋代三大有学术价值的笔记。其内容繁富，议论精当，自经史诸子百家、诗词文章及历代典...",《容斋随笔 (国学典藏)》[南宋]洪迈（作者）epub+mobi+azw3
"
编辑推荐
十卷本《<自然>百年科学经典》(英汉对照版)是国内第一套英汉双语对照版的《自然》论文精选集，汇集了《自然》杂志自1869年创刊以来近150年间自然科学各领域（生物、物理、化学、天文、材料、基...",《《自然》百年科学经典（第一卷）(英汉对照版)(1869-1930)》赫胥黎 等（作者）epub+mobi+azw3
"
内容简介
《一个唯美主义者的遗言：奥斯卡•王尔德别传》是英国著名作家彼得•艾克罗伊德以王尔德自己口吻写的王尔德自传。王尔德因同性恋被关雷丁监狱两年，本书写了王尔德自雷丁监狱出来之后在巴黎的生活，并...",《一个唯美主义者的遗言:奥斯卡·王尔德别传》彼得·阿克罗伊德（作者）epub+mobi+azw3
"
内容简介
《垂直的阅读》是残雪作品系列之一。该系列一共五种，是残雪2003—2013年间的短篇小说全集。《残雪作品：垂直的阅读》共10篇，16万字。有《垂直的阅读》《梨园纪事》《到果园去！》《阿琳娜》《自然的...",《垂直的阅读》残雪（作者）epub+mobi+azw3
"
内容简介
本书是中国大陆首次直接译自德文的里尔克经典小说作品。《布里格手记》是诗人里尔克平生创作的唯一一部小说，创作历时六年。全书没有贯穿始终的情节，只是片段式的随想。小说的很多片段直接取自里尔...",《布里格手记》[奥]里尔克（作者）epub+mobi+azw3
"
编辑推荐
要了解一个国家，最好的方式便是读这个国家的历史。
易中天《中华史》学术顾问陈勤教授，将美国400年历史娓娓道来。
口述历史，只讲故事——通俗流畅，有趣好玩；
只说正史，凡事有出处，不乱发明历...",《简明美国史》陈勤（作者）epub+mobi+azw3
"
内容简介
不论你想写小说还是散文，亦或想提高诗歌或回忆录写作技巧，蒂贝尔吉安的12堂写作课都能够帮你找到并开发属于自己的独一无二的声音。书中每一种写作类型都配有充满创造性的练习，并提供了丰富的写作...",《一年通往作家路：提高写作技巧的12堂课》苏珊·M·蒂贝尔吉安（作者）epub+mobi+azw3
"
编辑推荐
本书据映雪堂本断句，用映雪堂原刻本复核过，用文富堂本、怀泾堂本、鸿文堂本参校过，还用相关史书、总集、别集所收古文校勘过，而且补录了二吴之《序》和乘权所撰《例言》。并校正了个别显著的错字...",《古文观止 (国学典藏)》[清]吴楚材&吴调侯（选注）epub+mobi+azw3
"
内容简介
被开除的实习女法医林九微追查离奇海难，这个世界上绝对没有鬼，她却发现了一个妖气丛生、人鬼莫辨、所有人都游离在生死之间的诡异世界。

查寻真相期间结识程序员桑绪，通过桑绪又认识心理医生骆...",《十方界：幽灵觉醒》林戈声（作者）epub+mobi+azw3
"
内容简介
《渴望之书》是科恩在南加州伯地山禅修中心、洛杉矶、蒙特利尔、孟买写下的诗歌，距他上一本诗集出版已经有二十多年了。

这本灿烂动人的诗集同时收录了科恩顽皮挑衅的画作，这些作品和玄思冥想、...",《渴望之书》莱昂纳德·科恩（作者）epub+mobi+azw3
"
内容简介
周邦彦被誉为是宋词的集大成者，其词音律精整，词法讲究，铺述瞻丽，文辞典雅。其词具有极高的艺术欣赏价值，对后世词家更是产生了深远的影响。本书备搜清真词全部作品及后人的精彩评论，另外还加以...",《周邦彦词集》[宋]周邦彦（作者）epub+mobi+azw3
"
内容简介
这是一本描写喀纳斯自然风光和人文风情的纪实性散文集。作者用朴实自然的文字表达了对喀纳斯、对自然、对山水的敬意和深情厚爱。全书收录20余篇风景类、人文类散文作品，每篇文章都配有精美的图片。...",《喀纳斯湖：一位山野守望者的自然笔记》康剑（作者）epub+mobi+azw3
"
内容简介
本书收录了众多金牌编剧的创作指南，题材涵盖各种类型的影视作品。作者都是非常活跃的美国影视剧本作家，很多同时在大学兼职讲授创意写作课程。本书是他们创作剧本时的练习题、教案精选，可以说是他...",《开始写吧！影视剧本创作（创意写作书系）》雪莉·艾利斯（作者）epub+mobi+azw3
"
内容简介
这是一场关于人类认知的再发现之旅。从生命诞生到人工智能大行其道，作为宇宙中平凡的一员，我们为何能站在智能的顶端，成为万物之灵？千百万年前，恐龙作为地球的霸主，为什么没有产生高级智能？从...",《机器崛起前传:自我意识与人类智慧的开端》蔡恒进 等（作者）epub+mobi+azw3
"
内容简介
「大野龙蛇」为高阳曹雪芹故事系列之最后两册，以乾隆十三年皇后离奇死亡开端，叙述「龙」、「蛇」这两年所发生于清朝的朝廷大事，以及曹家由盛而衰的变迁契机。

高阳写曹雪芹故事系列，以娴于历...",《大野龍蛇（繁体，套裝共12册）》高陽（作者）epub+azw3
"
内容简介
青苔不会消失，只要世上还有最后一个穷人
12个惊心动魄的灵魂故事，100位特殊人物的命运回声
为卑微的力量，作无声的见证。
继《我的九十九次死亡》《守夜人高华》《走出马三家》
非虚构代表作家...",《青苔不会消失》袁凌（作者）epub+mobi+azw3
"
内容简介
《简明法语教程(上册)(修订版)》保留原教材的语法和词汇体系，增加部分新内容，语法体系循序渐进、简明实用，部分难点及句型采用法、英对照形式，方便有英语基础的自学者，书内附MP3，录音磁带、练习...",《简明法语教程(上册)(修订版)》孙辉（作者）epub+mobi+azw3
"
内容简介
“与其说《金瓶梅》谈的是性，还不如说是人性；读通《金瓶梅》，让我们在炎凉世态中多一份明澈从容，在险恶人情中少一份戒慎恐惧。”

“虽然这是一本四百年前的书，但是实在太贴近当代了。有时候看国...",《没有神的所在：金瓶梅私房阅读》侯文咏（作者）epub+mobi+azw3
